patch,label,sequence,feature,tree,graph,codet5,plbart,unixcoder,graphcodebert,codebert
Developer_Closure_92_defects4j_patch2,0,1,1,1,0,1,1,0,1,1
Developer_Closure_94_defects4j_patch2,0,0,0,0,0,0,1,0,1,1
Developer_Closure_95_defects4j_patch2,0,0,0,0,0,0,0,0,0,0
Developer_Closure_96_defects4j_patch2,0,0,0,0,0,0,0,0,0,0
Developer_Closure_97_defects4j_patch2,0,0,0,0,0,0,0,0,0,0
Developer_Closure_98_defects4j_patch2,0,0,0,0,0,0,1,0,0,0
Developer_Closure_99_defects4j_patch2,0,0,0,0,0,0,0,0,0,0
Developer_Codec_1_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_Codec_1_defects4j_patch2,0,0,0,0,0,0,0,0,0,0
Developer_Codec_1_defects4j_patch3,0,0,0,1,0,0,0,0,0,0
Developer_Codec_10_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_Codec_11_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_Codec_13_defects4j_patch2,0,0,0,0,0,0,0,0,0,0
Developer_Codec_14_defects4j_patch2,0,0,0,0,0,0,0,0,0,0
Developer_Codec_15_defects4j_patch1,0,0,0,0,0,0,0,1,0,1
Developer_Codec_17_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_Codec_18_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_Codec_2_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_Codec_3_defects4j_patch1,0,0,1,0,0,0,0,1,0,0
Developer_Codec_4_defects4j_patch1,0,1,0,0,0,0,0,0,0,0
Developer_Codec_5_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_Codec_6_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_Codec_7_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_Codec_8_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_Codec_9_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_Collections_25_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_Compress_1_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_Compress_10_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_Compress_11_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_Compress_12_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_Compress_13_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_Compress_14_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_Compress_15_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_Compress_16_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_Compress_17_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_Compress_18_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_Compress_19_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_Compress_2_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_Compress_20_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_Compress_21_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_Compress_23_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_Compress_24_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_Compress_25_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_Compress_26_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_Compress_27_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_Compress_28_defects4j_patch1,0,0,0,0,0,0,1,0,0,0
Developer_Compress_29_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_Compress_29_defects4j_patch2,0,0,0,0,0,0,0,0,0,0
Developer_Compress_29_defects4j_patch3,0,0,0,0,0,0,0,0,0,0
Developer_Compress_29_defects4j_patch5,0,0,0,0,0,0,0,0,0,0
Developer_Compress_29_defects4j_patch6,0,0,0,0,0,0,0,0,0,0
Developer_Compress_29_defects4j_patch7,0,0,0,0,0,0,0,0,0,0
Developer_Compress_3_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_Compress_30_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_Compress_31_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_Compress_32_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_Compress_33_defects4j_patch2,0,0,0,0,0,0,0,0,0,0
Developer_Compress_34_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_Compress_35_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_Compress_36_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_Compress_37_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_Compress_38_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_Compress_39_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_Compress_4_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_Compress_4_defects4j_patch2,0,0,0,0,0,0,0,0,0,0
Developer_Compress_4_defects4j_patch3,0,0,0,0,0,0,0,0,0,0
Developer_Compress_4_defects4j_patch4,0,0,0,0,0,0,0,0,0,0
Developer_Compress_40_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_Compress_41_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_Compress_42_defects4j_patch1,0,0,0,1,0,0,0,0,0,0
Developer_Compress_43_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_Compress_44_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_Compress_45_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_Compress_46_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_Compress_47_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_Compress_5_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_Compress_6_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_Compress_7_defects4j_patch1,0,0,0,1,0,0,0,0,0,0
Developer_Compress_8_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_Compress_9_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_Csv_1_defects4j_patch1,0,0,0,1,0,0,0,0,0,0
Developer_Csv_11_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_Csv_13_defects4j_patch2,0,0,0,0,0,0,0,0,0,0
Developer_Csv_14_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_Csv_15_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_Csv_2_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_Csv_3_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_Csv_4_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_Csv_5_defects4j_patch1,0,0,0,0,1,0,0,0,0,0
Developer_Csv_6_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_Csv_7_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_Csv_8_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_Csv_9_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_Gson_1_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_Gson_10_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_Gson_12_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_Gson_13_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_Gson_14_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_Gson_15_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_Gson_16_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_Gson_17_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_Gson_18_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_Gson_2_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_Gson_3_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_Gson_4_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_Gson_5_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_Gson_6_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_Gson_7_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_Gson_8_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_JacksonCore_1_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_JacksonCore_1_defects4j_patch2,0,0,0,0,0,0,0,0,0,0
Developer_JacksonCore_10_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_JacksonCore_11_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_JacksonCore_12_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_JacksonCore_12_defects4j_patch2,0,0,0,0,0,0,0,0,0,0
Developer_JacksonCore_14_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_JacksonCore_15_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_JacksonCore_16_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_JacksonCore_17_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_JacksonCore_18_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_JacksonCore_18_defects4j_patch2,0,0,0,0,0,0,0,0,0,0
Developer_JacksonCore_18_defects4j_patch3,0,0,0,0,0,0,0,0,0,0
Developer_JacksonCore_19_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_JacksonCore_19_defects4j_patch2,0,0,0,0,0,0,0,0,0,0
Developer_JacksonCore_2_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_JacksonCore_2_defects4j_patch2,0,0,0,0,0,0,0,0,0,0
Developer_JacksonCore_20_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_JacksonCore_21_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_JacksonCore_22_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_JacksonCore_23_defects4j_patch1,0,0,0,1,1,0,0,0,0,0
Developer_JacksonCore_24_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_JacksonCore_24_defects4j_patch2,0,0,0,0,0,0,0,0,0,0
Developer_JacksonCore_25_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_JacksonCore_26_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_JacksonCore_3_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_JacksonCore_4_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_JacksonCore_5_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_JacksonCore_6_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_JacksonCore_7_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_JacksonCore_8_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_JacksonCore_9_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_JacksonCore_9_defects4j_patch2,0,0,0,0,0,0,0,0,0,0
Developer_JacksonDatabind_1_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_JacksonDatabind_10_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_JacksonDatabind_10_defects4j_patch2,0,0,0,0,0,0,0,0,0,0
Developer_JacksonDatabind_100_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_JacksonDatabind_101_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_JacksonDatabind_102_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_JacksonDatabind_103_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_JacksonDatabind_103_defects4j_patch10,0,0,0,0,0,0,0,0,0,0
Developer_JacksonDatabind_103_defects4j_patch11,0,0,0,0,0,0,0,0,0,0
Developer_JacksonDatabind_103_defects4j_patch12,0,0,0,0,0,0,0,0,0,0
Developer_JacksonDatabind_103_defects4j_patch13,0,0,0,0,0,0,0,0,0,0
Developer_JacksonDatabind_103_defects4j_patch14,0,0,0,0,0,0,0,0,0,0
Developer_JacksonDatabind_103_defects4j_patch15,0,0,0,0,0,0,0,0,0,0
Developer_JacksonDatabind_103_defects4j_patch16,0,0,0,0,0,0,0,0,0,0
Developer_JacksonDatabind_103_defects4j_patch2,0,0,0,0,0,0,0,0,0,0
Developer_JacksonDatabind_103_defects4j_patch3,0,0,0,0,0,0,0,0,0,0
Developer_JacksonDatabind_103_defects4j_patch4,0,0,0,0,0,0,0,0,0,0
Developer_JacksonDatabind_103_defects4j_patch5,0,0,0,0,0,0,0,0,0,0
Developer_JacksonDatabind_103_defects4j_patch6,0,0,0,0,0,0,0,0,0,0
Developer_JacksonDatabind_103_defects4j_patch7,0,0,0,0,0,0,0,0,0,0
Developer_JacksonDatabind_103_defects4j_patch8,0,0,0,0,0,0,0,0,0,0
Developer_JacksonDatabind_104_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_JacksonDatabind_105_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_JacksonDatabind_106_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_JacksonDatabind_107_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_JacksonDatabind_108_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_JacksonDatabind_109_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_JacksonDatabind_109_defects4j_patch2,0,0,0,0,0,0,0,0,0,0
Developer_JacksonDatabind_11_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_JacksonDatabind_110_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_JacksonDatabind_111_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_JacksonDatabind_111_defects4j_patch2,0,0,0,0,0,0,0,0,0,0
Developer_JacksonDatabind_111_defects4j_patch3,0,0,0,0,0,0,0,0,0,0
Developer_JacksonDatabind_111_defects4j_patch4,0,0,0,0,0,0,0,0,0,0
Developer_JacksonDatabind_111_defects4j_patch5,0,0,0,0,0,0,0,0,0,0
Developer_JacksonDatabind_111_defects4j_patch6,0,0,0,0,0,0,0,0,0,0
Developer_JacksonDatabind_111_defects4j_patch7,0,0,0,0,0,0,0,0,0,0
Developer_JacksonDatabind_112_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_JacksonDatabind_12_defects4j_patch1,0,0,0,1,0,0,0,0,0,0
Developer_JacksonDatabind_13_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_JacksonDatabind_13_defects4j_patch2,0,0,0,0,0,0,0,0,0,0
Developer_JacksonDatabind_14_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_JacksonDatabind_15_defects4j_patch2,0,0,0,0,0,0,0,0,0,0
Developer_JacksonDatabind_15_defects4j_patch3,0,0,0,0,0,0,0,0,0,0
Developer_JacksonDatabind_15_defects4j_patch4,0,0,0,0,0,0,0,0,0,0
Developer_JacksonDatabind_15_defects4j_patch5,0,0,0,0,0,0,0,0,0,0
Developer_JacksonDatabind_16_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_JacksonDatabind_17_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_JacksonDatabind_18_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_JacksonDatabind_19_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_JacksonDatabind_2_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_JacksonDatabind_22_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_JacksonDatabind_22_defects4j_patch2,0,0,0,0,0,0,0,0,0,0
Developer_JacksonDatabind_24_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_JacksonDatabind_25_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_JacksonDatabind_25_defects4j_patch2,0,0,0,0,0,0,0,0,0,0
Developer_JacksonDatabind_25_defects4j_patch3,0,0,0,0,0,0,0,0,0,0
Developer_JacksonDatabind_25_defects4j_patch4,0,0,0,0,0,0,0,0,0,0
Developer_JacksonDatabind_27_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_JacksonDatabind_28_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_JacksonDatabind_29_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_JacksonDatabind_3_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_JacksonDatabind_30_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_JacksonDatabind_30_defects4j_patch2,0,0,0,0,0,0,0,0,0,0
Developer_JacksonDatabind_32_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_JacksonDatabind_33_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_JacksonDatabind_34_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_JacksonDatabind_35_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_JacksonDatabind_36_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_JacksonDatabind_37_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_JacksonDatabind_38_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_JacksonDatabind_38_defects4j_patch2,0,0,0,0,0,0,0,0,0,0
Developer_JacksonDatabind_38_defects4j_patch3,0,0,0,0,0,0,0,0,0,0
Developer_JacksonDatabind_39_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_JacksonDatabind_4_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_JacksonDatabind_41_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_JacksonDatabind_42_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_JacksonDatabind_43_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_JacksonDatabind_44_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_JacksonDatabind_45_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_JacksonDatabind_46_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_JacksonDatabind_47_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_JacksonDatabind_48_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_JacksonDatabind_48_defects4j_patch2,0,0,0,0,0,0,0,0,0,0
Developer_JacksonDatabind_49_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_JacksonDatabind_5_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_JacksonDatabind_50_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_JacksonDatabind_51_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_JacksonDatabind_52_defects4j_patch2,0,0,0,0,0,0,0,0,0,0
Developer_JacksonDatabind_53_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_JacksonDatabind_54_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_JacksonDatabind_55_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_JacksonDatabind_56_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_JacksonDatabind_57_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_JacksonDatabind_58_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_JacksonDatabind_59_defects4j_patch2,0,0,0,-1,-1,0,0,0,0,0
Developer_JacksonDatabind_59_defects4j_patch3,0,0,0,0,0,0,0,0,0,0
Developer_JacksonDatabind_6_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_JacksonDatabind_60_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_JacksonDatabind_61_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_JacksonDatabind_61_defects4j_patch2,0,0,0,0,0,0,0,0,0,0
Developer_JacksonDatabind_62_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_JacksonDatabind_63_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_JacksonDatabind_64_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_JacksonDatabind_65_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_JacksonDatabind_65_defects4j_patch2,0,0,0,0,0,0,0,0,0,0
Developer_JacksonDatabind_66_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_JacksonDatabind_67_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_JacksonDatabind_69_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_JacksonDatabind_7_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_JacksonDatabind_70_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_JacksonDatabind_71_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_JacksonDatabind_73_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_JacksonDatabind_73_defects4j_patch2,0,0,0,0,0,0,0,0,0,0
Developer_JacksonDatabind_74_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_JacksonDatabind_75_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_JacksonDatabind_76_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_JacksonDatabind_77_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_JacksonDatabind_78_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_JacksonDatabind_79_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_JacksonDatabind_79_defects4j_patch3,0,0,0,0,0,0,0,0,0,0
Developer_JacksonDatabind_8_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_JacksonDatabind_80_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_JacksonDatabind_81_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_JacksonDatabind_82_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_JacksonDatabind_83_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_JacksonDatabind_85_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_JacksonDatabind_87_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_JacksonDatabind_88_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_JacksonDatabind_9_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_JacksonDatabind_90_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_JacksonDatabind_91_defects4j_patch1,0,0,0,0,1,0,0,0,0,0
Developer_JacksonDatabind_93_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_JacksonDatabind_94_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_JacksonDatabind_95_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_JacksonDatabind_95_defects4j_patch2,0,0,0,0,0,0,0,0,0,0
Developer_JacksonDatabind_96_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_JacksonDatabind_97_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_JacksonDatabind_98_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_JacksonDatabind_99_defects4j_patch1,0,0,0,1,0,0,0,0,0,0
Developer_JacksonXml_1_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_JacksonXml_2_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_JacksonXml_3_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_JacksonXml_4_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_JacksonXml_5_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_Jsoup_1_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_Jsoup_10_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_Jsoup_11_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_Jsoup_12_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_Jsoup_13_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_Jsoup_16_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_Jsoup_18_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_Jsoup_19_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_Jsoup_2_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_Jsoup_20_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_Jsoup_21_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_Jsoup_22_defects4j_patch2,0,0,0,0,0,0,0,0,0,0
Developer_Jsoup_22_defects4j_patch3,0,0,0,0,0,0,0,0,0,0
Developer_Jsoup_23_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_Jsoup_26_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_Jsoup_27_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_Jsoup_28_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_Jsoup_28_defects4j_patch3,0,0,0,0,0,0,0,0,0,0
Developer_Jsoup_29_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_Jsoup_3_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_Jsoup_3_defects4j_patch2,0,0,0,0,0,0,0,0,0,0
Developer_Jsoup_3_defects4j_patch3,0,0,0,0,0,0,0,0,0,0
Developer_Jsoup_30_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_Jsoup_31_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_Jsoup_32_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_Jsoup_33_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_Jsoup_34_defects4j_patch1,0,1,0,1,0,0,0,0,0,0
Developer_Jsoup_36_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_Jsoup_37_defects4j_patch1,0,0,0,1,0,0,0,0,0,0
Developer_Jsoup_39_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_Jsoup_4_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_Jsoup_40_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_Jsoup_41_defects4j_patch1,0,0,0,1,0,0,0,0,0,0
Developer_Jsoup_42_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_Jsoup_43_defects4j_patch1,0,0,0,0,0,1,0,1,0,1
Developer_Jsoup_44_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_Jsoup_45_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_Jsoup_46_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_Jsoup_47_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_Jsoup_48_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_Jsoup_49_defects4j_patch1,0,0,0,0,0,0,0,0,0,1
Developer_Jsoup_5_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_Jsoup_50_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_Jsoup_51_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_Jsoup_52_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_Jsoup_52_defects4j_patch2,0,0,0,0,0,0,0,0,0,0
Developer_Jsoup_52_defects4j_patch3,0,0,0,0,0,0,0,0,0,0
